Country,Time_Interval,Diversity,Publications,ECI,GDP
Western Sahara,1978-1982,0.0714285714285714,0.333333333333333,,
Yemen,1978-1982,0.2989452125979357,21.0,,
Yugoslavia,1978-1982,0.6495907702223284,5679.778827024409,,
Zambia,1978-1982,0.5491017884718713,301.38674242424236,-0.7189852,3567163889.0
Zimbabwe,1978-1982,0.4256779699259315,703.4999999999999,-0.20494060000000003,6551800520.0
Afghanistan,1983-1987,0.1380720821724522,16.333333333333332,,
Albania,1983-1987,0.1816062896788119,11.5,-0.12581,1983127661.25
Algeria,1983-1987,0.6317067847440885,467.7675324675321,-1.0962118,58175217408.4
Andorra,1983-1987,,,,419597496.08000004
Angola,1983-1987,0.1756678537895339,8.666666666666666,-1.766632,6925062495.4
Antarctica,1983-1987,0.0975156693850968,1.5,,
Antigua & Barbuda,1983-1987,,,,
Argentina,1983-1987,0.6470148687910269,7914.241057553547,0.0610496,98705534179.6
Armenia,1983-1987,,,,
Australia,1983-1987,0.773677142640858,55876.60219112661,-0.0694036,184320800000.0
Austria,1983-1987,0.7259250990970174,14724.790948739199,1.83508,86539460294.0
Azerbaijan,1983-1987,0.0714285714285714,1.0,,
Bahamas,1983-1987,0.210705951522106,13.445707070707059,,
Bahrain,1983-1987,0.3528755010750001,120.41666666666666,,3547393563.8
Bangladesh,1983-1987,0.5335271059243838,734.8222222222217,-0.6745076,20976075498.0
Barbados,1983-1987,0.4339249236712019,115.11666666666665,,1448913638.0
Belgium,1983-1987,0.7921087844001922,22106.32632338172,1.4095220000000002,105243006605.4
Belize,1983-1987,0.1951172098461384,1.5,,226369951.35999998
Benin,1983-1987,0.3453746546621722,29.76666666666665,,1218141800.8
Bermuda,1983-1987,0.2284421146027478,34.7095238095238,,1076920000.0
Bhutan,1983-1987,0.0714285714285714,1.0,,192325322.61999997
Bolivia,1983-1987,0.5417254600234069,73.73730158730152,-0.9224322,5050236382.4
Bosnia & Herzegovina,1983-1987,,,,
Botswana,1983-1987,0.4864949578012877,88.73333333333332,,1377145641.6
Brazil,1983-1987,0.6408106206492783,11363.750375033444,0.3110976,239498600000.0
Brunei,1983-1987,0.3339584974145791,14.166666666666666,,
Bulgaria,1983-1987,0.4699807945549094,6082.62487316604,0.6542298,19932865256.4
Burkina Faso,1983-1987,0.249731755372243,100.88452380952377,,1803758268.6
Burma,1983-1987,0.2823317482186857,56.060256410256386,-0.8210919999999999,
Burundi,1983-1987,0.3288386998624206,39.76527777777777,,1110648302.44
Byelarus,1983-1987,0.0714285714285714,0.5,,
Cambodia,1983-1987,0.1226824428598813,2.5,0.6177303999999999,
Cameroon,1983-1987,0.4912366347013496,160.70876623376617,-1.522506,9251113427.6
Canada,1983-1987,0.842321939572811,116508.77650604403,0.7785171999999999,373886400000.0
Cape Verde,1983-1987,0.0714285714285714,1.0,,
Central African Republic,1983-1987,0.2975116602720609,37.91948051948049,,896921326.54
Chad,1983-1987,0.146079765174604,4.0,,1003168869.86
Chile,1983-1987,0.6109798097415768,3581.4564425770254,-0.295533,19765565723.0
China,1983-1987,0.5571917420109398,16748.566149591115,0.2163046,274770600000.0
Ciskei,1983-1987,0.0975156693850968,1.5,,
Colombia,1983-1987,0.5054969915809857,519.6642857142849,0.05594260000000001,36638630328.2
Comoros,1983-1987,,,,237953762.58
Congo,1983-1987,0.3864167772361967,213.53968253968222,,
Cook Islands,1983-1987,0.1115981697257437,9.249999999999998,,
Costa Rica,1983-1987,0.2852432941130095,546.467857142857,-0.0122046,3935677288.2
Crimea,1983-1987,,,,
Croatia,1983-1987,0.0714285714285714,0.5,,
Cuba,1983-1987,0.4734918752808333,682.399542124542,,23721064908.0
Cyprus,1983-1987,0.3012412254781296,82.62619047619047,,2732914654.6
Czech Republic,1983-1987,0.1074255187142273,4.0,,
Czechoslovakia,1983-1987,0.5935319411473864,20080.572380805435,,
Denmark,1983-1987,0.692953190625551,18889.95502637624,1.451252,75980269484.2
Djibouti,1983-1987,0.1616435169101848,3.3666666666666663,,357180633.15
Dominican Republic,1983-1987,0.4214696810824018,42.53452380952379,-0.1904584,7561675632.8
Ecuador,1983-1987,0.3996996865933833,81.2273809523809,-1.0605452,16094733771.4
Egypt,1983-1987,0.4577260062354739,6480.736446886438,-0.4400848,
El Salvador,1983-1987,0.1831913162544211,19.099999999999998,0.14053960000000001,3739621760.0
Equatorial Guinea,1983-1987,,,,65327036.14
Eritrea,1983-1987,,,,
Estonia,1983-1987,0.1367365986891169,2.75,,
Ethiopia,1983-1987,0.4175362707452427,407.79166666666646,-0.8052412,9304194637.6
Fiji,1983-1987,0.4558641306237,141.99999999999997,,1182090324.8
Finland,1983-1987,0.7309905659478658,15836.40912077113,1.554688,64972898717.0
France,1983-1987,0.752226842802376,128530.13487375315,1.692516,669867000000.0
French-Guiana,1983-1987,0.1892362890186347,36.905555555555544,,
French-Polynesia,1983-1987,0.2619869177874191,48.22738095238091,,
Gabon,1983-1987,0.3417297629258685,88.7944444444444,-1.432868,3395615457.0
Gambia,1983-1987,0.1089733219435575,10.916666666666666,,
Georgia,1983-1987,,,,
Germany,1983-1987,0.7978744923281729,188252.79379932504,2.094706,914554000000.0
Gilbert & Ellice Islands,1983-1987,,,,
Greece,1983-1987,0.6032080413258538,6285.363338678222,0.336629,53460418658.6
Grenada,1983-1987,,,,169532882.06
Guadeloupe,1983-1987,0.2039619638153212,104.19999999999997,,
Guatemala,1983-1987,0.3566199594839637,178.98730158730143,-0.060177800000000004,8511603188.6
Guinea,1983-1987,0.2147126422538224,11.499999999999995,-1.850648,1982069478.0
Guinea-Bissau,1983-1987,0.1389085936990159,0.7,,149994814.56
Guyana,1983-1987,0.2818725672979961,43.39999999999998,,447939259.41999996
Haiti,1983-1987,0.3017077133825661,24.816666666666645,,1962880000.0
Hong-Kong,1983-1987,0.7709765740679075,3016.678348040845,,
Hungary,1983-1987,0.6038888352119897,13142.499304187357,0.7583328,
Iceland,1983-1987,0.5046414593291566,300.3388888888886,,3630325729.4
India,1983-1987,0.5717370172873713,66075.92504471772,0.1701934,238190400000.0
Indonesia,1983-1987,0.5069133149586548,442.70862511671294,-1.257558,81415833059.2
Iran,1983-1987,0.4743948452307757,531.9761904761904,-1.2126860000000002,
Iraq,1983-1987,0.4415103180662976,1081.5095238095232,,47884014152.4
Ireland,1983-1987,0.6840164909603048,5263.00959950781,1.3087199999999999,24985446438.8
Israel,1983-1987,0.8457877817130052,27458.141921228016,1.1816939999999998,32563686194.4
Italy,1983-1987,0.6697643412300514,59937.09416079205,1.7122199999999999,555849200000.0
Ivory Coast,1983-1987,0.4193935116179197,395.46587301587283,,
Jamaica,1983-1987,0.5438024673784446,567.2650793650791,-0.1066726,2826927591.2
Japan,1983-1987,0.5478275309176399,168343.12518767166,2.201034,1714470000000.0
Jordan,1983-1987,0.6648816478752062,611.1166666666666,0.6769176,5607585184.4
Kazakhstan,1983-1987,,,,
Kenya,1983-1987,0.4771800373104548,1559.5575507825488,-0.8839096,6703123424.0
Kiribati,1983-1987,0.1090070130352511,1.833333333333333,,35380689.322000004
Kuwait,1983-1987,0.5265544751052661,1281.3234487734483,-0.1493954,20855753606.6
Kyrgyzstan,1983-1987,,,,
Laos,1983-1987,0.1423799362463744,1.5,-0.306135,
Latvia,1983-1987,,,,
Lesotho,1983-1987,0.4048445389689659,45.36666666666667,,342024487.73999995
Libya,1983-1987,0.6157766877824854,276.33333333333326,,
Liechtenstein,1983-1987,0.1010897212508096,45.04444444444445,,677587795.3
Lithuania,1983-1987,,,,
Luxembourg,1983-1987,0.3809721508405044,100.89999999999999,,5910525757.4
Macau,1983-1987,0.1139548527835213,3.0,,
Macedonia,1983-1987,,,,
Madagascar,1983-1987,0.3177205443740868,64.85043290043288,-1.313296,3991168749.8
Malawi,1983-1987,0.3469753273050983,135.25238095238092,,1185858515.8
Malaysia,1983-1987,0.6661314738538311,1116.7234487734481,0.042326600000000006,31081342679.6
Maldives,1983-1987,0.0714285714285714,0.5,,115531868.26599999
Mali,1983-1987,0.2371729826633427,63.56666666666664,,1573137317.6
Malta,1983-1987,0.3288685937285954,23.0,,1314352437.4
Marshall Islands,1983-1987,0.0910041832068441,1.25,,49948800.0
Mauritania,1983-1987,0.232298633479999,9.083333333333332,-1.1479654,1156112347.4
Mauritius,1983-1987,0.2122112490463022,21.5,,1310141659.8
Mexico,1983-1987,0.7268909594864547,5157.395723209532,0.4553348,163546200000.0
Monaco,1983-1987,0.1779989950734293,88.91666666666666,,1313404599.4
Mongolia,1983-1987,0.3686634114309551,65.63243464052283,-0.3130794,2585553435.0
Montenegro,1983-1987,,,,
Morocco,1983-1987,0.5877776955652597,512.4416666666664,-0.19870519999999997,17458981759.4
Mozambique,1983-1987,0.3038549940468638,43.91666666666666,-0.2785248,
Namibia,1983-1987,0.3179954388502437,40.16666666666665,,1990094496.8
Nauru,1983-1987,,,,
Nepal,1983-1987,0.4377633334681462,124.16190476190474,,2691267210.0
Netherlands,1983-1987,0.8216532959385131,43948.67873124044,1.181658,177422400000.0
Netherlands-Antilles,1983-1987,0.1823874484615716,17.83333333333332,,
New Zealand,1983-1987,0.6719017143849537,11563.014575598963,0.4641534,28327214569.6
New-Caledonia,1983-1987,0.34095933738111,100.17738095238086,,
Nicaragua,1983-1987,0.2215607418321958,30.366666666666667,-0.532354,3053919888.2
Niger,1983-1987,0.4017024576836699,57.153968253968216,,1768405464.2
Nigeria,1983-1987,0.6192079087108766,5901.576190476185,-1.9872520000000002,70361397396.0
Niue,1983-1987,0.0714285714285714,0.2,,
North Korea,1983-1987,0.2486762887922873,12.999999999999996,,
Norway,1983-1987,0.7268051675275811,12280.950458618814,0.8947212,72405076942.6
Oman,1983-1987,0.3429209363696905,18.083333333333332,-0.08589179999999999,8378882829.6
Pakistan,1983-1987,0.5081546619176569,1204.1059847015717,-0.230842,31247847081.2
Palau,1983-1987,0.1402516312980963,5.0,,
Palestine,1983-1987,,,,
Panama,1983-1987,0.2722626566691435,177.911111111111,0.1713094,6454831920.0
Papua New Guinea,1983-1987,0.4529952268177023,503.59920634920604,,2666054794.6
Paraguay,1983-1987,0.3426464015168999,30.39999999999999,-0.8013273999999999,4230639887.2
People's Republic of Congo,1983-1987,0.2888421420569713,96.3742424242424,,
Peru,1983-1987,0.4988600590421942,307.9768740031896,-0.378501,17488128576.2
Philippines,1983-1987,0.407137312926773,865.3420958126833,-0.24639860000000002,31683856299.0
Poland,1983-1987,0.5318879784975092,23444.87908804319,0.76495,
Portugal,1983-1987,0.6430096799929852,1764.158300441387,0.8032619999999999,33300450932.6
Qatar,1983-1987,0.4477573168231996,91.66666666666664,0.23337059999999998,5964945044.0
Republic of Kosovo,1983-1987,,,,
Republic of Serbia,1983-1987,0.0714285714285714,0.5,,
Reunion,1983-1987,0.1836496118920383,25.116666666666664,,
Romania,1983-1987,0.3943733521536059,4793.479332187414,0.739425,38413636364.0
Russia,1983-1987,0.475634749510946,185158.75796950102,,
Rwanda,1983-1987,0.2298391257081891,45.599999999999966,,1776974401.6
Saint-Vincent-et-les-Grenadines,1983-1987,,,,
Samoa,1983-1987,0.1822424518299922,9.0,,105859540.316
San Marino,1983-1987,0.0714285714285714,0.499999999999999,,
Sao Tome & Principe,1983-1987,,,,
Saudi Arabia,1983-1987,0.5367250589114334,3217.4873015872977,-0.6787054,105070556782.6
Senegal,1983-1987,0.3810386119714152,26.75,-0.5244823999999999,4474572160.4
Senegambia,1983-1987,0.564361614153086,465.1879329004325,,
Serbia and Montenegro,1983-1987,,,,
Seychelles,1983-1987,0.1656569960078618,9.583333333333334,,184806259.0
Sierra Leone,1983-1987,0.3805021340959923,87.8095238095238,,826191144.96
Singapore,1983-1987,0.6528702684969288,2090.377777777777,0.5651042000000001,19239193525.8
Slovakia,1983-1987,0.0714285714285714,1.0,,
Slovenia,1983-1987,0.0714285714285714,1.0,,
Solomon Islands,1983-1987,0.2514582623405947,17.666666666666664,,222935442.28000003
Somalia,1983-1987,0.3331084130529392,29.492857142857133,,867744925.26
South Africa,1983-1987,0.6777369926432621,13949.925599283104,-0.1702548,75987576572.2
South Korea,1983-1987,0.4966421521505672,2575.0404645191365,0.911227,
South Sudan,1983-1987,,,,
Spain,1983-1987,0.6067849582346518,28698.86261615477,1.148222,218783200000.0
Sri Lanka,1983-1987,0.5953080523738712,477.40757575757556,-0.5676144,6055445360.2
St-Lucia,1983-1987,,,,
Sudan,1983-1987,0.4173097642249271,599.8385281385274,-1.0095152,13251972475.6
Suriname,1983-1987,0.1232070398857938,9.366666666666667,,898300000.0
Swaziland,1983-1987,0.2985234227102076,33.45833333333333,,
Sweden,1983-1987,0.733969889516056,39695.88728161391,1.9783439999999999,132369400000.0
Switzerland,1983-1987,0.7486019400122822,31778.16159870558,1.998776,134662600000.0
Syria,1983-1987,0.3225696191235762,97.16666666666664,-0.3193562,
Taiwan,1983-1987,0.5675877282869298,4798.175490196073,,
Tajikistan,1983-1987,,,,
Tanzania,1983-1987,0.4611091770769687,473.8206349206345,-1.0049586,
Thailand,1983-1987,0.574862997034818,1751.6752747252713,-0.1517918,42874659347.4
Togo,1983-1987,0.3620939722977966,32.65833333333332,-1.500756,911253227.5799999
Tonga,1983-1987,0.1646403480273205,5.06111111111111,,67006794.174
Trinidad and Tobago,1983-1987,0.5028131538523715,361.3166666666665,-0.1033712,6497794784.4
Tunisia,1983-1987,0.553169325912135,568.0409090909088,0.08671,8745932335.0
Turkey,1983-1987,0.6666091166500631,2193.97857142857,0.2187122,70360787465.8
Turkmenistan,1983-1987,,,,2331358820.0
Tuvalu,1983-1987,,,,
Uganda,1983-1987,0.4225167790405314,139.6742424242424,,3913678177.2
Ukraine,1983-1987,0.0714285714285714,2.0,,64087694038.0
United Arab Emirates,1983-1987,0.3332582180206209,119.28333333333332,-0.3552298,39108689730.4
United Arab Republic,1983-1987,,,,
United Kingdom,1983-1987,0.9055907884103754,213712.78133103444,1.8648400000000003,557401200000.0
United States,1983-1987,0.8142575651364767,1003838.7394012253,1.605396,4289096000000.0
Uruguay,1983-1987,0.4621564746347752,206.54999999999978,0.3753184,5586429487.8
Uzbekistan,1983-1987,,,,
Vanuatu,1983-1987,0.1140284725764129,13.116666666666656,,123780318.35999998
Vatican,1983-1987,0.1271782091956289,17.61666666666665,,
Venezuela,1983-1987,0.6957057999915075,2069.171428571426,-0.45214859999999996,
Vietnam,1983-1987,0.3458098705372947,297.4166666666666,-0.8019364,25696470973.666668
Western Sahara,1983-1987,,,,
Yemen,1983-1987,0.4614579886266747,45.06666666666666,0.19344175,
Yugoslavia,1983-1987,0.6570299627132876,6874.486185056764,,
Zambia,1983-1987,0.5082706403998981,276.59166666666647,-0.6284816,2433770731.2
Zimbabwe,1983-1987,0.4865026681824519,600.1666666666664,-0.6979496000000001,6542438200.0
Afghanistan,1988-1992,0.19089215220763,9.666666666666666,,
Albania,1988-1992,0.3440678088181454,50.1095238095238,-0.23946579999999998,1616922803.76
Algeria,1988-1992,0.613840077960977,611.3505050505046,-0.5286126,54096864388.4
Andorra,1988-1992,0.0714285714285714,1.0,,972573197.72
Angola,1988-1992,0.2705777646380168,12.144444444444442,-1.7378900000000002,9822142013.6
Antarctica,1988-1992,0.1146968844383412,0.499999999999999,,
Antigua & Barbuda,1988-1992,0.0714285714285714,0.5,,
Argentina,1988-1992,0.6773333780700077,9092.455681884545,0.04609300000000001,152540979607.2
Armenia,1988-1992,0.3257144186167338,135.93596491228067,,1865980945.3333333
Australia,1988-1992,0.7822973412179803,61798.37713826094,-0.1400326,299178600000.0
Austria,1988-1992,0.7587999986763567,16890.660910662653,1.940026,160356000000.0
Azerbaijan,1988-1992,0.2618100701753434,164.08333333333326,-0.392366,7547240768.333333
Bahamas,1988-1992,0.1809656771410132,10.616666666666664,,
Bahrain,1988-1992,0.4937347539247477,307.7333333333333,,4232606383.0
Bangladesh,1988-1992,0.4758880810852537,878.1249999999992,-0.6776956000000001,29925084060.4
Barbados,1988-1992,0.3634280277159707,118.14285714285711,,1961727648.8
Belgium,1988-1992,0.805011784913402,25023.079237873222,1.477212,195429000000.0
Belize,1988-1992,0.0990390392497664,5.033333333333333,,412854709.3
Benin,1988-1992,0.35053480879123,59.2928571428571,,1752851801.6
Bermuda,1988-1992,0.2410139131960776,37.02619047619046,,1564760012.8
Bhutan,1988-1992,0.1294587363880702,6.666666666666666,,272086639.54
Bolivia,1988-1992,0.436443583131081,89.75119047619043,-0.8878389999999999,5033668942.0
Bosnia & Herzegovina,1988-1992,0.2035383569551089,9.7,,
Botswana,1988-1992,0.3399320281329613,106.31111111111109,,3521642220.0
Brazil,1988-1992,0.6573573472441003,15951.356294957366,0.4028632,444280600000.0
Brunei,1988-1992,0.2791091066148335,34.33333333333333,,
Bulgaria,1988-1992,0.5302350613192905,7017.935615479662,0.5544005999999999,17294108076.0
Burkina Faso,1988-1992,0.3460262681157241,109.4523809523808,,2741648273.8
Burma,1988-1992,0.2680365400340619,66.7619047619047,-1.127156,
Burundi,1988-1992,0.3621411988092162,52.516666666666644,,1115772950.2
Byelarus,1988-1992,0.3232968084528733,480.49999999999983,,
Cambodia,1988-1992,0.1721363132765881,5.333333333333333,-0.2438924,
Cameroon,1988-1992,0.5952859389251526,381.9182539682535,-1.7612619999999999,11723120234.4
Canada,1988-1992,0.8295427131162891,134173.4855395184,0.6725228,573811200000.0
Cape Verde,1988-1992,0.0944713571871345,2.75,,
Central African Republic,1988-1992,0.2962324023305446,66.69999999999996,,1345766726.0
Chad,1988-1992,0.1790075330444234,4.166666666666666,,1682774977.2
Chile,1988-1992,0.639647399192983,4567.189519630689,-0.4502376,34567784808.6
China,1988-1992,0.4776164322742137,32668.627686475793,0.25796260000000004,366253800000.0
Ciskei,1988-1992,0.3998364010120063,19.416666666666664,,
Colombia,1988-1992,0.5408861276696968,649.641702741702,-0.1193698,46838254462.8
Comoros,1988-1992,0.1084524425378301,2.33333333333333,,401819262.78000003
Congo,1988-1992,0.4654418544898148,203.318903318903,,
Cook Islands,1988-1992,0.2139933668436502,5.333333333333332,,
Costa Rica,1988-1992,0.3172471090716176,524.1702380952377,-0.0201728,6254987308.6
Crimea,1988-1992,,,,
Croatia,1988-1992,0.3337417842400325,164.6666666666666,1.00807,
Cuba,1988-1992,0.5365396554725643,966.5834267040143,,25906063795.2
Cyprus,1988-1992,0.3544180254285584,95.96481413702138,,5423150644.6
Czech Republic,1988-1992,0.2109654057267614,432.1314009661823,,34914319434.0
Czechoslovakia,1988-1992,0.6538515967398932,20149.229922671,,
Denmark,1988-1992,0.7211728172689171,21027.723440130725,1.6549420000000001,131670000000.0
Djibouti,1988-1992,0.2212329823388655,8.516666666666662,,439564603.28000003
Dominican Republic,1988-1992,0.4962170826141692,46.06507936507933,-0.2524578,8045035344.6
Ecuador,1988-1992,0.5119244883191731,121.12600732600725,-0.981119,15452953349.4
Egypt,1988-1992,0.4224287181502072,8050.464431298822,-0.430076,
El Salvador,1988-1992,0.2684982873668462,23.45,0.3235232,4889075840.8
Equatorial Guinea,1988-1992,0.1068679214150901,4.33333333333333,,109306652.176
Eritrea,1988-1992,,,,477101651.6
Estonia,1988-1992,0.5099884852914833,59.64999999999998,0.154759,
Ethiopia,1988-1992,0.4332295450642205,580.0916666666664,-0.9943984,11703509765.2
Fiji,1988-1992,0.3886850597181157,90.63205683205678,,1309067041.6
Finland,1988-1992,0.7745849643236113,18216.892812847367,1.7744,121963200000.0
France,1988-1992,0.7662443692867815,147005.7745191873,1.636702,1196798000000.0
French-Guiana,1988-1992,0.2083273219860154,42.01666666666665,,
French-Polynesia,1988-1992,0.3071139685136261,79.07222222222215,,
Gabon,1988-1992,0.4450982312569428,119.09999999999988,-1.310036,4993703881.4
Gambia,1988-1992,0.0714285714285714,1.5,,
Georgia,1988-1992,0.3384708949215669,109.33333333333331,-0.21613,5933815575.333333
Germany,1988-1992,0.8082385859633616,203631.7700070201,2.224448,1714478000000.0
Gilbert & Ellice Islands,1988-1992,,,,
Greece,1988-1992,0.627940400264195,9193.413731197988,0.1382684,94937882595.2
Grenada,1988-1992,0.0714285714285714,0.333333333333333,,278540452.43999994
Guadeloupe,1988-1992,0.2805920528039477,77.79999999999997,,
Guatemala,1988-1992,0.4018169934255502,195.51111111111086,-0.14014100000000002,8749878460.4
Guinea,1988-1992,0.2936808700458042,23.33333333333333,-1.51536,2756491433.4
Guinea-Bissau,1988-1992,0.1310213654520012,8.416666666666652,,221005390.0
Guyana,1988-1992,0.3040575521954777,34.199999999999996,,382453575.86
Haiti,1988-1992,0.3511447429672601,26.761904761904738,,2835424534.0
Hong-Kong,1988-1992,0.7512749591447171,4751.939285714279,,
Hungary,1988-1992,0.6352129309488288,11945.94940378356,0.8309262000000001,36742077805.5
Iceland,1988-1992,0.6091051769552556,485.1945007907464,,6457422552.0
India,1988-1992,0.573190297542398,69644.5106456132,0.178942,294384600000.0
Indonesia,1988-1992,0.496899958431966,515.0202380952376,-0.6068578,105908320475.0
Iran,1988-1992,0.5701923069004388,716.5999999999998,-1.272232,
Iraq,1988-1992,0.4186028003675794,1073.1999999999996,,102676806476.0
Ireland,1988-1992,0.774720090434953,5913.892699563706,1.438574,46460165876.2
Israel,1988-1992,0.8421875791734896,28917.86790283879,1.133006,60435527228.6
Italy,1988-1992,0.6838570529907051,79084.87315801834,1.722426,1113574000000.0
Ivory Coast,1988-1992,0.3546431233003331,301.2103174603171,,
Jamaica,1988-1992,0.5814432885848317,515.1138888888885,-0.2821004,4085523361.6
Japan,1988-1992,0.5352118555466471,218387.23378597677,2.416712,3350528000000.0
Jordan,1988-1992,0.6813851491942446,1011.5789682539677,0.3458342,4878617010.4
Kazakhstan,1988-1992,0.3197633582299216,209.9526315789473,-0.420723,25573601348.333332
Kenya,1988-1992,0.4519340289391822,1752.1395724158856,-0.9584998,8314292573.2
Kiribati,1988-1992,0.0714285714285714,0.5,,43830902.432
Kuwait,1988-1992,0.5967340803110605,1648.0837301587292,-0.1719798,18859943339.2
Kyrgyzstan,1988-1992,0.3052247739451975,17.333333333333332,,
Laos,1988-1992,0.1935158708157194,4.366666666666663,-0.5581156,
Latvia,1988-1992,0.2602934274529254,203.4499999999998,-0.092093,
Lesotho,1988-1992,0.3812607644986021,37.77777777777778,,619514461.24
Libya,1988-1992,0.5182790174820062,251.11666666666662,,31592746890.666668
Liechtenstein,1988-1992,0.2512935125003495,47.759523809523785,,1363714951.8
Lithuania,1988-1992,0.423332673357275,74.91025641025641,0.117757,
Luxembourg,1988-1992,0.4211521969626657,122.01918498168496,,12751706656.6
Macau,1988-1992,0.3229663022524544,12.199999999999996,,
Macedonia,1988-1992,0.1088094077311815,6.333333333333333,,
Madagascar,1988-1992,0.3628813508803278,87.58257575757568,-0.5296626,3453222045.6
Malawi,1988-1992,0.4054630308466295,152.30152625152616,,1770794867.0
Malaysia,1988-1992,0.6852992068571093,1433.6520202020185,0.079666,45291064896.2
Maldives,1988-1992,0.0876408095642643,1.5,,220511306.61999997
Mali,1988-1992,0.3440242690258753,70.70952380952379,,2517515921.6
Malta,1988-1992,0.3626226164709802,64.88809523809523,,2491432849.8
Marshall Islands,1988-1992,0.1455424602261732,4.333333333333333,,79106400.0
Mauritania,1988-1992,0.2825445852297722,9.483333333333329,-1.3297139999999998,1734099793.4
Mauritius,1988-1992,0.139507990915198,33.79166666666665,,2610217110.6
Mexico,1988-1992,0.7218207517502555,6800.466171322629,0.7385494,268113600000.0
Monaco,1988-1992,0.1718458588003828,75.35833333333329,,2341934422.6
Mongolia,1988-1992,0.4516834079985449,77.59761904761899,-0.3475738,2607768843.4
Montenegro,1988-1992,0.0714285714285714,0.5,,
Morocco,1988-1992,0.5121192992053127,919.7718903802376,-0.3657644,29639216506.0
Mozambique,1988-1992,0.3296556844280304,43.99999999999997,-0.2533556,3174650188.5
Namibia,1988-1992,0.2110823325822212,91.93174603174599,,2845216155.8
Nauru,1988-1992,0.0714285714285714,0.5,,
Nepal,1988-1992,0.4235440845727647,151.68690476190469,,3592497594.0
Netherlands,1988-1992,0.8403437452266345,56592.724830980034,1.266982,305808400000.0
Netherlands-Antilles,1988-1992,0.245703163416796,10.249999999999996,,
New Zealand,1988-1992,0.6899010103557703,12329.43681062641,0.33799260000000003,43797464619.2
New-Caledonia,1988-1992,0.2558920475139015,106.86078643578632,,
Nicaragua,1988-1992,0.2898890949303523,44.76666666666666,-0.47552700000000003,1587029723.2
Niger,1988-1992,0.3413890061864734,123.2499999999999,,2943316040.6
Nigeria,1988-1992,0.5944896265913541,5245.545393495386,-1.8795679999999997,48920137159.8
Niue,1988-1992,,,,
North Korea,1988-1992,0.4369918562783716,23.083333333333332,,
Norway,1988-1992,0.7474483674048809,13483.108096904143,0.9662414,115407200000.0
Oman,1988-1992,0.4774289528430769,174.61666666666662,-0.1424634,10647438231.6
Pakistan,1988-1992,0.4571544581817562,1791.630097680096,-0.5706488000000001,42632805310.6
Palau,1988-1992,0.0802222637906526,2.5,,
Palestine,1988-1992,,,,
Panama,1988-1992,0.2752247903541739,224.88333333333318,0.1288166,6674446680.0
Papua New Guinea,1988-1992,0.6210848175735393,446.7619047619044,,3717509142.4
Paraguay,1988-1992,0.3219372905981537,47.77777777777776,-0.9292204,5793464409.0
People's Republic of Congo,1988-1992,0.4480206691817505,114.30158730158719,,
Peru,1988-1992,0.5325100636336317,462.2325396825391,-0.27159560000000005,26931424500.6
Philippines,1988-1992,0.4330632839490799,890.0490351753497,-0.1446952,44633224862.4
Poland,1988-1992,0.5195428760268153,24832.301977382795,0.7024383999999999,81938578555.0
Portugal,1988-1992,0.6919128336583478,3436.5467620403806,0.6811429999999999,78496160635.8
Qatar,1988-1992,0.4306561778671381,220.86666666666665,-0.014295400000000003,6883241802.4
Republic of Kosovo,1988-1992,,,,
Republic of Serbia,1988-1992,0.238495173932373,21.166666666666664,,
Reunion,1988-1992,0.4484385861034673,40.51285714285713,,
Romania,1988-1992,0.3844896310929097,3525.905036630033,0.7419604,35206118478.2
Russia,1988-1992,0.5097740354733873,182604.9466840807,-0.09975,
Rwanda,1988-1992,0.2381217066326568,61.62987012987006,,2258265820.6
Saint-Vincent-et-les-Grenadines,1988-1992,,,,
Samoa,1988-1992,0.1657601084946636,13.416666666666664,,127914238.34
San Marino,1988-1992,0.14002915946337,3.75,,
Sao Tome & Principe,1988-1992,,,,
Saudi Arabia,1988-1992,0.5273940990383412,5065.530445431756,-0.0563674,114108306809.0
Senegal,1988-1992,0.2535515555796548,8.499999999999998,-0.7493124,6896241459.6
Senegambia,1988-1992,0.4635589845137765,520.5452380952372,,
Serbia and Montenegro,1988-1992,0.0714285714285714,1.0,,
Seychelles,1988-1992,0.2148410457482155,6.5,,353054629.04
Sierra Leone,1988-1992,0.4196027680593637,67.87397504456327,,819536528.04
Singapore,1988-1992,0.6548188191302959,3784.19393749525,0.749071,37915518588.0
Slovakia,1988-1992,0.2822321526876937,141.69999999999985,,
Slovenia,1988-1992,0.2792843001560543,105.5537037037036,1.43562,14854316936.0
Solomon Islands,1988-1992,0.2607748985689754,18.785714285714285,,328923839.86
Somalia,1988-1992,0.2263514464722943,46.95757575757572,,1015909491.6666666
South Africa,1988-1992,0.673932958105707,15834.68093506175,-0.2193044,113649499558.6
South Korea,1988-1992,0.4518015744943577,7253.120983425971,0.8993990000000001,
South Sudan,1988-1992,,,,
Spain,1988-1992,0.6877358235474523,44244.68853784548,1.177284,507111600000.0
Sri Lanka,1988-1992,0.5673909221969701,589.542099567099,-0.47380380000000005,8140312931.2
St-Lucia,1988-1992,0.2303019394571206,6.333333333333326,,
Sudan,1988-1992,0.4716491086487779,481.1191409897286,-0.9963458,12302552816.0
Suriname,1988-1992,0.1583463882810895,13.993589743589725,,588940000.0
Swaziland,1988-1992,0.2922193178223021,38.15555555555555,,
